ï»¿"label";"ID";"PÃIVÃMÃÃRÃ";"VUOSI";"NELJÃNNES";"KUUKAUSI";"VIIKKO";"PÃIVÃ";"KUUKAUSIPÃIVÃ";"TUNTI";"LOMA";"ALUS";"SUUNTA";"PYSÃKKI";"NOUSIJAT";"AJONEUVOT";"HENKILÃAUTOT";"PAKETTIAUTOT";"KUORMA-AUTOT";"REKAT";"MUUT";"LISÃLIIKENNE";"RANNALLE_NOUSIJAT";"RANNALLE_AJONEUVOT";"RANNALLE_HENKILÃAUTOT";"RANNALLE_PAKETTIAUTOT";"RANNALLE_KUORMA-AUTOT";"RANNALLE_REKAT";"RANNALLE_MUUT";"LÃMPÃTILA_KUUKAUSI";"SADE_KUUKAUSI";"LÃMPÃTILA_PÃIVÃ";"SADE_PÃIVÃ";"LÃMPÃTILA";"SADE";"TUULI";"TAPAHTUMA";"AJAMATON";"LISÃTIETOJA";"User";"PYÃRÃT";"RANNALLE_PYÃRÃT"
"";"";"2024-02-12 07:25:00";"2024";"1";"2";"7";"0";"12";"7";"0";"MS EhrensvÃ¤rd";"s1";"0097";"10";"3";"0";"0";"3";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-8.1";"0";"5.4";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-12 07:50:00";"2024";"1";"2";"7";"0";"12";"7";"0";"MS EhrensvÃ¤rd";"s2";"0096";"1";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-8.2";"0";"4.8";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-12 08:15:00";"2024";"1";"2";"7";"0";"12";"8";"0";"MS EhrensvÃ¤rd";"s1";"0097";"6";"3";"1";"1";"1";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-8.2";"0";"";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-12 09:20:00";"2024";"1";"2";"7";"0";"12";"9";"0";"MS Tor";"k1";"0095";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-8.4";"0";"5";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-12 09:20:00";"2024";"1";"2";"7";"0";"12";"9";"0";"MS Suomenlinna II";"s2";"0098";"27";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-8.4";"0";"5";"";"false";"";"MS Suomenlinna II";"1";""
"";"";"2024-02-12 09:20:00";"2024";"1";"2";"7";"0";"12";"9";"0";"MS EhrensvÃ¤rd";"s1";"0097";"3";"2";"1";"1";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-8.4";"0";"5";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-12 09:40:00";"2024";"1";"2";"7";"0";"12";"9";"0";"MS Suomenlinna II";"s1";"0099";"130";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-8.3";"0";"5.3";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-12 09:45:00";"2024";"1";"2";"7";"0";"12";"9";"0";"MS Tor";"k2";"0094";"5";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-8.3";"0";"5.3";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-12 08:55:00";"2024";"1";"2";"7";"0";"12";"8";"0";"MS EhrensvÃ¤rd";"s2";"0096";"3";"2";"0";"0";"2";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-8.4";"0";"5.5";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-12 09:45:00";"2024";"1";"2";"7";"0";"12";"9";"0";"MS EhrensvÃ¤rd";"s2";"0096";"1";"1";"0";"1";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-8.3";"0";"5.3";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-12 10:00:00";"2024";"1";"2";"7";"0";"12";"10";"0";"MS Suomenlinna II";"s2";"0098";"36";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-8.3";"0";"5.7";"";"false";"";"MS Suomenlinna II";"1";""
"";"";"2024-02-12 10:10:00";"2024";"1";"2";"7";"0";"12";"10";"0";"MS EhrensvÃ¤rd";"s1";"0097";"4";"2";"0";"1";"1";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-8.3";"0";"5.5";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-12 10:30:00";"2024";"1";"2";"7";"0";"12";"10";"0";"MS Tor";"k1";"0095";"5";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-8.1";"0";"5.4";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-12 10:40:00";"2024";"1";"2";"7";"0";"12";"10";"0";"MS Suomenlinna II";"s1";"0099";"90";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-8.1";"0";"5.2";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-12 11:00:00";"2024";"1";"2";"7";"0";"12";"11";"0";"MS Suomenlinna II";"s2";"0098";"19";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-8";"0";"4.5";"";"false";"";"MS Suomenlinna II";"1";""
"";"";"2024-02-12 10:40:00";"2024";"1";"2";"7";"0";"12";"10";"0";"MS EhrensvÃ¤rd";"s2";"0096";"3";"2";"0";"1";"1";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-8.1";"0";"5.2";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-12 11:20:00";"2024";"1";"2";"7";"0";"12";"11";"0";"MS Tor";"k1";"0095";"6";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-7.9";"0";"4.6";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-12 11:20:00";"2024";"1";"2";"7";"0";"12";"11";"0";"MS Suomenlinna II";"s1";"0099";"128";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-7.9";"0";"4.6";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-12 11:40:00";"2024";"1";"2";"7";"0";"12";"11";"0";"MS Suomenlinna II";"s2";"0098";"51";"1";"1";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-7.7";"0";"5.6";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-12 11:45:00";"2024";"1";"2";"7";"0";"12";"11";"0";"MS Tor";"k2";"0094";"15";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-7.7";"0";"5.6";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-12 12:00:00";"2024";"1";"2";"7";"0";"12";"12";"0";"MS Suomenlinna II";"s1";"0099";"99";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-7.5";"0";"5.6";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-12 12:10:00";"2024";"1";"2";"7";"0";"12";"12";"0";"MS Tor";"k1";"0095";"1";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-7.3";"0";"6.2";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-12 12:20:00";"2024";"1";"2";"7";"0";"12";"12";"0";"MS Suomenlinna II";"s2";"0098";"64";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-7.3";"0";"5.9";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-12 10:55:00";"2024";"1";"2";"7";"0";"12";"10";"0";"MS Tor";"k2";"0094";"16";"2";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-8.1";"0";"5";"";"false";"";"MS Tor";"2";""
"";"";"2024-02-12 12:35:00";"2024";"1";"2";"7";"0";"12";"12";"0";"MS Tor";"k2";"0094";"4";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-7.1";"0";"5.2";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-12 13:00:00";"2024";"1";"2";"7";"0";"12";"13";"0";"MS Suomenlinna II";"s1";"0099";"98";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-6.7";"0";"7.2";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-12 13:20:00";"2024";"1";"2";"7";"0";"12";"13";"0";"MS Suomenlinna II";"s2";"0098";"82";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-6.4";"0";"7.7";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-12 13:00:00";"2024";"1";"2";"7";"0";"12";"13";"0";"MS Tor";"k1";"0095";"3";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-6.7";"0";"7.2";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-12 13:40:00";"2024";"1";"2";"7";"0";"12";"13";"0";"MS Suomenlinna II";"s1";"0099";"85";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-6.2";"0";"6.1";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-12 14:00:00";"2024";"1";"2";"7";"0";"12";"14";"0";"MS Suomenlinna II";"s2";"0098";"143";"4";"0";"1";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-5.8";"0";"5.7";"";"false";"";"MS Suomenlinna II";"3";""
"";"";"2024-02-12 14:10:00";"2024";"1";"2";"7";"0";"12";"14";"0";"MS Tor";"k1";"0095";"24";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-5.5";"0";"6.3";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-12 13:25:00";"2024";"1";"2";"7";"0";"12";"13";"0";"MS Tor";"k2";"0094";"6";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-6.4";"0";"7.7";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-12 12:25:00";"2024";"1";"2";"7";"0";"12";"12";"0";"MS EhrensvÃ¤rd";"s1";"0097";"3";"1";"1";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-7.3";"0";"5.9";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-12 12:50:00";"2024";"1";"2";"7";"0";"12";"12";"0";"MS EhrensvÃ¤rd";"s2";"0096";"8";"3";"1";"0";"2";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-6.9";"0";"6.6";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-12 13:15:00";"2024";"1";"2";"7";"0";"12";"13";"0";"MS EhrensvÃ¤rd";"s1";"0097";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-6.6";"0";"6.8";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-12 13:40:00";"2024";"1";"2";"7";"0";"12";"13";"0";"MS EhrensvÃ¤rd";"s2";"0096";"1";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-6.2";"0";"6.1";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-12 14:05:00";"2024";"1";"2";"7";"0";"12";"14";"0";"MS EhrensvÃ¤rd";"s1";"0097";"0";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-5.8";"0";"5.7";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-12 14:35:00";"2024";"1";"2";"7";"0";"12";"14";"0";"MS Tor";"k2";"0094";"5";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-5.3";"0";"5.4";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-12 14:40:00";"2024";"1";"2";"7";"0";"12";"14";"0";"MS Suomenlinna II";"s1";"0099";"149";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-5.3";"0";"5.6";"";"false";"";"MS Suomenlinna II";"1";""
"";"";"2024-02-12 14:30:00";"2024";"1";"2";"7";"0";"12";"14";"0";"MS EhrensvÃ¤rd";"s2";"0096";"9";"1";"0";"1";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-5.3";"0";"5.4";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-12 14:55:00";"2024";"1";"2";"7";"0";"12";"14";"0";"MS EhrensvÃ¤rd";"s1";"0097";"1";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-5.2";"0";"6.4";"";"false";"";"MS EhrensvÃ¤rd";"0";""
"";"";"2024-02-12 15:00:00";"2024";"1";"2";"7";"0";"12";"15";"0";"MS Suomenlinna II";"s2";"0098";"155";"2";"1";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-5.3";"0";"6.1";"";"false";"";"MS Suomenlinna II";"1";""
"";"";"2024-02-12 15:00:00";"2024";"1";"2";"7";"0";"12";"15";"0";"MS Tor";"k1";"0095";"19";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-5.3";"0";"6.1";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-12 15:20:00";"2024";"1";"2";"7";"0";"12";"15";"0";"MS Suomenlinna II";"s1";"0099";"90";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-5.1";"0";"5.9";"";"false";"";"MS Suomenlinna II";"1";""
"";"";"2024-02-12 15:25:00";"2024";"1";"2";"7";"0";"12";"15";"0";"MS Tor";"k2";"0094";"6";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-5.1";"0";"5.9";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-12 15:30:00";"2024";"1";"2";"7";"0";"12";"15";"0";"MS EhrensvÃ¤rd";"s2";"0096";"3";"3";"0";"2";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-5";"0";"5.4";"";"false";"";"MS EhrensvÃ¤rd";"1";""
"";"";"2024-02-12 15:40:00";"2024";"1";"2";"7";"0";"12";"15";"0";"MS Suomenlinna II";"s2";"0098";"151";"3";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-4.9";"0";"5.3";"";"false";"";"MS Suomenlinna II";"3";""
"";"";"2024-02-12 15:50:00";"2024";"1";"2";"7";"0";"12";"15";"0";"MS Tor";"k1";"0095";"24";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-4.9";"0";"5.9";"";"false";"";"MS Tor";"1";""
"";"";"2024-02-12 16:00:00";"2024";"1";"2";"7";"0";"12";"16";"0";"MS Suomenlinna II";"s1";"0099";"63";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-4.9";"0";"5.4";"";"false";"";"MS Suomenlinna II";"1";""
"";"";"2024-02-12 16:15:00";"2024";"1";"2";"7";"0";"12";"16";"0";"MS Tor";"k2";"0094";"8";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-4.8";"0";"6";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-12 16:20:00";"2024";"1";"2";"7";"0";"12";"16";"0";"MS Suomenlinna II";"s2";"0098";"136";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-4.9";"0";"5.5";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-12 16:40:00";"2024";"1";"2";"7";"0";"12";"16";"0";"MS Tor";"k1";"0095";"36";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-5";"0";"6";"";"false";"";"MS Tor";"1";""
"";"";"2024-02-12 16:40:00";"2024";"1";"2";"7";"0";"12";"16";"0";"MS Suomenlinna II";"s1";"0099";"96";"3";"2";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-5";"0";"6";"";"false";"";"MS Suomenlinna II";"1";""
"";"";"2024-02-12 17:00:00";"2024";"1";"2";"7";"0";"12";"17";"0";"MS Suomenlinna II";"s2";"0098";"114";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-4.8";"0";"6";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-12 17:05:00";"2024";"1";"2";"7";"0";"12";"17";"0";"MS Tor";"k2";"0094";"8";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-4.8";"0";"6";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-12 17:20:00";"2024";"1";"2";"7";"0";"12";"17";"0";"MS Suomenlinna II";"s1";"0099";"59";"2";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-4.7";"0";"6.6";"";"false";"";"MS Suomenlinna II";"2";""
"";"";"2024-02-12 17:40:00";"2024";"1";"2";"7";"0";"12";"17";"0";"MS Suomenlinna II";"s2";"0098";"75";"5";"2";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-5";"0";"6.3";"";"false";"";"MS Suomenlinna II";"3";""
"";"";"2024-02-12 17:50:00";"2024";"1";"2";"7";"0";"12";"17";"0";"MS Tor";"k1";"0095";"23";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-5.1";"0";"5.9";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-12 18:00:00";"2024";"1";"2";"7";"0";"12";"18";"0";"MS Suomenlinna II";"s1";"0099";"50";"3";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-5.4";"0";"5.8";"";"false";"";"MS Suomenlinna II";"3";""
"";"";"2024-02-12 18:20:00";"2024";"1";"2";"7";"0";"12";"18";"0";"MS Suomenlinna II";"s2";"0098";"23";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-5.8";"0";"6";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-12 18:15:00";"2024";"1";"2";"7";"0";"12";"18";"0";"MS Tor";"k2";"0094";"2";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-5.6";"0";"6.9";"";"false";"";"MS Tor";"1";""
"";"";"2024-02-12 18:40:00";"2024";"1";"2";"7";"0";"12";"18";"0";"MS Suomenlinna II";"s1";"0099";"30";"3";"1";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-6.2";"0";"5.4";"";"false";"";"MS Suomenlinna II";"2";""
"";"";"2024-02-12 18:40:00";"2024";"1";"2";"7";"0";"12";"18";"0";"MS Tor";"k1";"0095";"16";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-6.2";"0";"5.4";"";"false";"";"MS Tor";"1";""
"";"";"2024-02-12 19:00:00";"2024";"1";"2";"7";"0";"12";"19";"0";"MS Suomenlinna II";"s2";"0098";"9";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-6.4";"0";"6";"";"false";"";"MS Suomenlinna II";"0";""
"";"";"2024-02-12 19:05:00";"2024";"1";"2";"7";"0";"12";"19";"0";"MS Tor";"k2";"0094";"1";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-6.4";"0";"6";"";"false";"";"MS Tor";"0";""
"";"";"2024-02-12 19:20:00";"2024";"1";"2";"7";"0";"12";"19";"0";"MS Suokki";"s1";"0099";"32";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-6.4";"0";"5.7";"";"false";"";"MS Suokki";"0";""
"";"";"2024-02-12 19:30:00";"2024";"1";"2";"7";"0";"12";"19";"0";"MS Tor";"k1";"0095";"14";"1";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-6.5";"0";"6.6";"";"false";"";"MS Tor";"1";""
"";"";"2024-02-12 19:40:00";"2024";"1";"2";"7";"0";"12";"19";"0";"MS Suokki";"s2";"0098";"13";"0";"0";"0";"0";"0";"0";"0";"";"0";"0";"0";"0";"0";"0";"";"";"-7.1";"-1";"-6.5";"0";"5.6";"";"false";"";"MS Suokki";"0";""
